StateAbbr,StateDesc,CountyName,CountyFIPS,Geolocation,TotalPopulation,TotalPop18plus,SLEEP_CrudePrev,SLEEP_Crude95CI,SLEEP_AdjPrev,SLEEP_Adj95CI
IL,Illinois,LaSalle,17099,POINT (-88.8859769215142 41.3440507030561),108078,85587,35.9,"(28.9, 43.3)",36.8,"(29.7, 44.3)"
CO,Colorado,Chaffee,8015,POINT (-106.19433436673 38.7474050800517),20223,17247,29.6,"(23.7, 36.2)",30.7,"(24.6, 37.4)"
VA,Virginia,Middlesex,51119,POINT (-76.5672100700556 37.6293544977898),10943,9188,37.4,"(34.3, 42.4)",40.9,"(37.6, 46.1)"
NE,Nebraska,Dodge,31053,POINT (-96.654407836059 41.5779256697394),36997,27941,30.3,"(25.2, 35.8)",31.6,"(26.4, 37.2)"
GA,Georgia,Madison,13195,POINT (-83.208839298552 34.1279893403343),31473,24184,38.2,"(31.5, 45.3)",38.9,"(32.2, 46.1)"
LA,Louisiana,Grant,22043,POINT (-92.5588666303175 31.599733330051),22000,17432,42.5,"(35.6, 49.9)",42.6,"(35.7, 49.9)"
IA,Iowa,Henry,19087,POINT (-91.5444699002879 40.9877792482402),20196,16052,37.4,"(30.8, 44.3)",38.9,"(32.2, 45.9)"
NY,New York,Ontario,36069,POINT (-77.2997879572198 42.8526286651693),112707,91416,37.8,"(31.9, 44.2)",39.6,"(33.7, 46.2)"
OH,Ohio,Trumbull,39155,POINT (-80.761219036042 41.3170156745471),200643,159684,40.0,"(35.2, 44.8)",41.7,"(36.9, 46.7)"
AZ,Arizona,Navajo,4017,POINT (-110.321421073074 35.3997521187229),108650,81314,36.3,"(31.8, 40.6)",37.8,"(33.2, 42.2)"
CA,California,Tehama,6103,POINT (-122.233446855354 40.1257133258826),65245,49780,34.9,"(28.0, 42.0)",36.6,"(29.6, 43.9)"
NM,New Mexico,Union,35059,POINT (-103.471160512333 36.4816833554735),3980,3166,34.3,"(27.7, 41.5)",35.9,"(29.1, 43.2)"
VA,Virginia,Emporia,51595,POINT (-77.535082031868 36.6945991085116),5481,4107,44.4,"(37.2, 51.9)",46.1,"(38.7, 53.6)"
NC,North Carolina,Swain,37173,POINT (-83.4925803630805 35.4868277405668),13967,10864,34.9,"(28.0, 42.5)",36.2,"(29.1, 43.8)"
AR,Arkansas,Clark,5019,POINT (-93.1767308539705 34.0510757211807),21250,17009,41.1,"(34.3, 48.0)",43.5,"(36.5, 50.3)"
PA,Pennsylvania,Bucks,42017,POINT (-75.1067482285946 40.3368045168652),645054,518232,37.2,"(31.2, 42.7)",38.6,"(32.5, 44.3)"
GA,Georgia,Spalding,13255,POINT (-84.2837617317625 33.2610319090476),68919,52974,41.0,"(34.3, 48.4)",42.2,"(35.4, 49.6)"
LA,Louisiana,Ouachita,22073,POINT (-92.1548534409084 32.4781305546394),157702,119574,40.3,"(34.7, 45.8)",40.9,"(35.3, 46.5)"
KS,Kansas,Kingman,20095,POINT (-98.1363740803927 37.5589239415057),7193,5575,34.4,"(28.2, 41.0)",35.5,"(29.2, 42.2)"
PA,Pennsylvania,Montgomery,42091,POINT (-75.367276645398 40.2108461432027),864683,683434,36.6,"(31.6, 41.6)",37.2,"(32.2, 42.2)"
CO,Colorado,Larimer,8069,POINT (-105.461215856163 40.6664443621861),366778,300441,26.6,"(22.9, 30.5)",27.2,"(23.4, 31.1)"
MN,Minnesota,Roseau,27135,POINT (-95.8109214418466 48.7750568516818),15292,11686,30.0,"(24.3, 36.8)",30.7,"(24.9, 37.6)"
KY,Kentucky,Clay,21051,POINT (-83.7140330666104 37.1591369224482),19913,15843,42.3,"(34.8, 49.9)",42.6,"(35.1, 50.2)"
FL,Florida,Highlands,12055,POINT (-81.3412000386981 27.3435764189607),105618,88137,34.8,"(30.3, 39.2)",38.9,"(34.2, 43.6)"
ID,Idaho,Fremont,16043,POINT (-111.48216300412 44.2287442250408),13978,10721,32.3,"(26.0, 38.7)",33.0,"(26.7, 39.5)"
NE,Nebraska,Dakota,31043,POINT (-96.5647947059576 42.3911423642354),21042,14922,34.0,"(29.4, 38.7)",34.7,"(30.1, 39.4)"
TX,Texas,Blanco,48031,POINT (-98.3998185456152 30.2664009736468),12418,10359,34.8,"(27.9, 42.0)",36.5,"(29.5, 43.8)"
ND,North Dakota,Sioux,38085,POINT (-101.040403621704 46.1125400379679),3711,2392,45.3,"(37.4, 52.9)",45.3,"(37.5, 52.9)"
NC,North Carolina,Pamlico,37137,POINT (-76.7287126546537 35.1471252533281),12381,10671,32.1,"(25.3, 38.8)",34.7,"(27.7, 41.7)"
TX,Texas,Cameron,48061,POINT (-97.5145766684894 26.1339963074045),425208,303786,39.8,"(35.6, 44.2)",40.9,"(36.6, 45.3)"
IA,Iowa,Cedar,19031,POINT (-91.1325176867671 41.7723216591621),18399,14524,33.0,"(27.0, 39.3)",34.6,"(28.3, 41.0)"
AK,Alaska,Lake and Peninsula,2164,POINT (-156.194112811655 58.6489291768631),1381,976,40.3,"(32.8, 47.7)",40.4,"(32.9, 47.8)"
WI,Wisconsin,Outagamie,55087,POINT (-88.4650199576843 44.4160154160954),192127,148430,32.1,"(27.8, 36.5)",32.7,"(28.3, 37.1)"
MO,Missouri,Saline,29195,POINT (-93.2018268315702 39.1367890617691),23007,18116,39.3,"(32.8, 46.3)",40.9,"(34.3, 48.0)"
FL,Florida,Jefferson,12065,POINT (-83.895075021285 30.437785613323),15042,12508,37.5,"(32.1, 43.4)",39.1,"(33.5, 45.0)"
SC,South Carolina,Dorchester,45035,POINT (-80.4062744564851 33.0797689904991),166133,126682,37.4,"(32.4, 42.8)",37.6,"(32.6, 43.0)"
KS,Kansas,Rawlins,20153,POINT (-101.076180025598 39.7852449359298),2528,1939,34.6,"(27.9, 41.5)",37.0,"(30.0, 44.1)"
TX,Texas,Zapata,48505,POINT (-99.1685958221944 27.0007793520196),13849,9400,41.9,"(34.4, 49.9)",42.5,"(35.0, 50.5)"
ME,Maine,Hancock,23009,POINT (-68.3588356549835 44.6432336584807),56701,47585,29.7,"(25.7, 33.6)",31.1,"(27.0, 35.1)"
MI,Michigan,Manistee,26101,POINT (-86.0569772132245 44.3329667020985),25287,21105,31.2,"(25.0, 37.9)",33.9,"(27.4, 40.9)"
OH,Ohio,Greene,39057,POINT (-83.8900404276245 39.6915038814677),168456,133968,37.0,"(32.2, 42.4)",38.0,"(33.2, 43.5)"
KY,Kentucky,Jessamine,21113,POINT (-84.5804067252468 37.8719603154165),54254,41589,36.7,"(30.0, 44.1)",37.5,"(30.7, 44.9)"
IA,Iowa,Dubuque,19061,POINT (-90.8822885892832 42.4687641606494),98677,76858,33.8,"(28.6, 39.1)",35.3,"(30.0, 40.7)"
ND,North Dakota,McIntosh,38051,POINT (-99.4415001719655 46.1117371127259),2475,1965,32.0,"(25.4, 38.8)",34.4,"(27.6, 41.5)"
KS,Kansas,Coffey,20031,POINT (-95.734075635778 38.2367806739877),8280,6506,34.5,"(28.0, 41.0)",35.8,"(29.2, 42.5)"
GA,Georgia,Lowndes,13185,POINT (-83.2675650668111 30.8338264319898),119739,90624,39.8,"(34.5, 45.2)",40.8,"(35.5, 46.3)"
IL,Illinois,Bureau,17011,POINT (-89.5286007041431 41.4040731451308),32828,26060,36.4,"(29.4, 44.1)",38.0,"(30.8, 45.7)"
TN,Tennessee,Shelby,47157,POINT (-89.8940926518089 35.1842443143079),916371,687933,41.6,"(37.1, 46.3)",42.0,"(37.5, 46.8)"
KS,Kansas,Smith,20183,POINT (-98.7856726108241 39.7851738755632),3533,2833,33.4,"(27.0, 40.1)",35.8,"(29.2, 42.6)"
IN,Indiana,Randolph,18135,POINT (-85.0113636481771 40.1576285167494),24437,18979,37.6,"(30.7, 44.6)",38.8,"(31.8, 45.9)"
WA,Washington,Ferry,53019,POINT (-118.516481238407 48.4706654401382),7448,6220,35.2,"(29.6, 41.3)",37.5,"(31.7, 43.8)"
AR,Arkansas,Johnson,5071,POINT (-93.4598912643847 35.5697554205716),26001,19674,40.9,"(33.7, 48.4)",41.9,"(34.6, 49.5)"
NY,New York,Dutchess,36027,POINT (-73.7429906726058 41.7652670782153),297545,243769,35.5,"(30.5, 40.1)",36.5,"(31.5, 41.2)"
IL,Illinois,Wayne,17191,POINT (-88.4256485146764 38.4296548154976),15872,12372,35.8,"(28.7, 43.7)",37.3,"(29.9, 45.2)"
OH,Ohio,Clinton,39027,POINT (-83.8084036693333 39.4149624798012),41964,32647,41.2,"(34.5, 48.1)",42.5,"(35.7, 49.5)"
LA,Louisiana,Terrebonne,22109,POINT (-90.8657321602458 29.409564203324),104786,79010,42.1,"(36.1, 48.3)",42.7,"(36.6, 48.9)"
GA,Georgia,Ben Hill,13017,POINT (-83.2201013731344 31.7598658473222),17069,12891,43.1,"(36.2, 50.2)",44.3,"(37.3, 51.4)"
IL,Illinois,Union,17181,POINT (-89.254700769534 37.4711791963794),16767,13335,35.1,"(28.1, 42.5)",37.0,"(29.9, 44.6)"
SD,South Dakota,Bon Homme,46009,POINT (-97.8849117168364 42.988389640779),7062,5711,29.7,"(23.9, 35.0)",30.7,"(24.8, 36.1)"
TN,Tennessee,Cannon,47015,POINT (-86.0620244228136 35.8078340461954),14788,11609,39.2,"(32.2, 46.5)",40.0,"(32.9, 47.4)"
NC,North Carolina,Gates,37073,POINT (-76.7006756971434 36.4450179921853),10383,8389,36.0,"(28.8, 43.5)",37.3,"(30.0, 45.0)"
WI,Wisconsin,Fond du Lac,55039,POINT (-88.4883433780916 43.7536089759286),103836,82265,30.8,"(25.8, 36.2)",31.9,"(26.8, 37.4)"
MN,Minnesota,Ramsey,27123,POINT (-93.0995862796907 45.0173290838967),536413,413897,29.5,"(26.9, 32.5)",30.1,"(27.4, 33.1)"
TX,Texas,Guadalupe,48187,POINT (-97.9484215205063 29.5831773048302),182760,139105,37.0,"(31.8, 42.6)",37.3,"(32.1, 43.0)"
VA,Virginia,Botetourt,51023,POINT (-79.8122255627712 37.5567972388597),34135,27942,33.8,"(27.3, 40.8)",35.0,"(28.4, 42.1)"
PA,Pennsylvania,Lancaster,42071,POINT (-76.2478165964936 40.0424827406656),556629,429358,37.7,"(31.5, 44.1)",39.1,"(32.7, 45.6)"
VA,Virginia,Greensville,51081,POINT (-77.5594411054267 36.6756602905362),11226,9403,42.7,"(35.7, 49.6)",43.1,"(36.0, 50.0)"
MD,Maryland,Washington,24043,POINT (-77.8132789094365 39.6036026379681),155590,122115,39.9,"(36.2, 43.3)",41.0,"(37.3, 44.4)"
AL,Alabama,Tallapoosa,1123,POINT (-85.797257686572 32.862586933353),40977,32936,40.8,"(33.8, 47.8)",42.5,"(35.4, 49.7)"
IL,Illinois,Iroquois,17075,POINT (-87.8244224208504 40.7472630732561),26473,20878,35.6,"(28.5, 43.1)",36.9,"(29.6, 44.5)"
NC,North Carolina,Ashe,37009,POINT (-81.5005505989795 36.4341479679829),27110,22615,32.0,"(25.6, 38.6)",33.9,"(27.2, 40.7)"
IA,Iowa,Taylor,19173,POINT (-94.6961245719566 40.7374382816597),5858,4480,33.4,"(27.0, 40.3)",34.8,"(28.3, 41.8)"
OK,Oklahoma,Ottawa,40115,POINT (-94.8106076020458 36.8356615128431),30338,22746,39.9,"(32.8, 46.7)",41.2,"(34.0, 48.1)"
IN,Indiana,Jackson,18071,POINT (-86.0375748165794 38.906408168232),46300,35009,36.2,"(30.1, 42.7)",37.1,"(31.0, 43.7)"
CA,California,San Benito,6069,POINT (-121.074673078268 36.605429011687),67579,50683,34.6,"(28.3, 41.0)",35.0,"(28.6, 41.4)"
MS,Mississippi,Madison,28089,POINT (-90.0333341183611 32.6345965411906),111113,84529,32.8,"(26.9, 38.9)",33.4,"(27.5, 39.6)"
TN,Tennessee,McMinn,47107,POINT (-84.6172948206677 35.4249726546414),54719,43194,38.1,"(31.8, 44.7)",39.3,"(33.0, 46.0)"
CO,Colorado,Phillips,8095,POINT (-102.357399923211 40.5940489294247),4449,3376,32.8,"(25.6, 40.3)",34.7,"(27.3, 42.5)"
KS,Kansas,Neosho,20133,POINT (-95.3069948134966 37.5584277161945),15606,11836,35.1,"(28.9, 41.5)",36.4,"(30.0, 42.8)"
IA,Iowa,Pocahontas,19151,POINT (-94.6785238954199 42.7342435564067),7053,5440,32.1,"(25.9, 38.8)",33.9,"(27.4, 40.8)"
NY,New York,Warren,36113,POINT (-73.8460179617174 43.5608247016159),65599,54347,34.2,"(29.0, 39.9)",35.8,"(30.5, 41.7)"
TN,Tennessee,Williamson,47187,POINT (-86.8989340383962 35.8940837311549),260815,194255,33.6,"(28.0, 39.4)",33.7,"(28.0, 39.4)"
NJ,New Jersey,Warren,34041,POINT (-74.9973900793085 40.8572932808304),110926,89853,36.8,"(30.9, 42.9)",37.5,"(31.5, 43.6)"
KY,Kentucky,Marion,21155,POINT (-85.2695054075044 37.5524792654324),19775,15109,41.9,"(34.3, 49.6)",43.0,"(35.3, 50.7)"
WV,West Virginia,Ritchie,54085,POINT (-81.0627854058713 39.1779944001672),8207,6593,43.3,"(36.2, 50.7)",44.8,"(37.7, 52.1)"
TX,Texas,Armstrong,48011,POINT (-101.357434461818 34.964933848921),1850,1434,35.1,"(31.7, 38.0)",36.4,"(33.0, 39.4)"
GA,Georgia,Grady,13131,POINT (-84.2345883560959 30.8746760593024),26008,19673,38.8,"(31.9, 45.9)",40.1,"(33.1, 47.4)"
LA,Louisiana,Avoyelles,22009,POINT (-92.0013175200178 31.076280991529),38751,29628,40.3,"(33.8, 47.4)",41.4,"(34.8, 48.5)"
AR,Arkansas,Desha,5041,POINT (-91.2552412838777 33.8308426422596),10771,8099,43.0,"(36.1, 49.8)",44.3,"(37.4, 51.3)"
MT,Montana,Judith Basin,30045,POINT (-110.266028433991 47.0453660224611),2105,1695,30.2,"(24.2, 36.5)",31.9,"(25.7, 38.5)"
SD,South Dakota,Tripp,46123,POINT (-99.8839778474528 43.346001016691),5565,4279,31.6,"(25.4, 38.5)",33.8,"(27.3, 40.8)"
IN,Indiana,Steuben,18151,POINT (-85.0008949323746 41.6439136976393),34725,28004,35.3,"(29.0, 42.0)",36.6,"(30.2, 43.4)"
SD,South Dakota,Buffalo,46017,POINT (-99.204863976576 44.076479067497),1861,1177,38.8,"(31.8, 45.8)",38.9,"(32.0, 45.9)"
WA,Washington,Pacific,53049,POINT (-123.705526977151 46.5554327139802),24113,20537,34.5,"(29.7, 39.9)",36.8,"(31.8, 42.4)"
MN,Minnesota,Wabasha,27157,POINT (-92.230222480995 44.2842686778372),21658,16977,29.8,"(24.1, 36.1)",31.3,"(25.3, 37.6)"
TX,Texas,Winkler,48495,POINT (-103.048538040862 31.8500161818711),7306,5252,38.2,"(34.8, 41.7)",38.6,"(35.1, 42.0)"
GA,Georgia,Bartow,13015,POINT (-84.8400427897229 34.2373237847409),112816,86801,36.6,"(30.6, 43.0)",37.1,"(31.1, 43.5)"
MO,Missouri,Henry,29083,POINT (-93.7928628582207 38.385278007328),22438,17436,37.6,"(30.9, 45.2)",38.9,"(32.0, 46.6)"
OK,Oklahoma,Beckham,40009,POINT (-99.681743990172 35.268702176444),22009,16696,38.5,"(31.5, 45.1)",39.1,"(32.1, 45.7)"
AK,Alaska,Petersburg,2195,POINT (-132.936273558469 57.1215033506989),3360,2664,32.5,"(26.7, 38.9)",33.3,"(27.5, 39.8)"
MN,Minnesota,Koochiching,27071,POINT (-93.783662638645 48.244775114695),11844,9783,30.5,"(24.5, 36.9)",32.3,"(26.2, 38.8)"
AR,Arkansas,Drew,5043,POINT (-91.7196579038053 33.5894113647675),16911,13179,40.5,"(34.2, 47.9)",41.8,"(35.5, 49.3)"
IL,Illinois,Massac,17127,POINT (-88.7076683124229 37.2190136066965),13896,10964,36.6,"(29.6, 43.9)",37.5,"(30.5, 44.9)"
ND,North Dakota,Dickey,38021,POINT (-98.5049110912084 46.1102015629809),4923,3727,32.9,"(26.9, 39.8)",34.6,"(28.5, 41.7)"
KY,Kentucky,Ballard,21007,POINT (-88.9992524332607 37.0586730536469),7650,6138,39.6,"(32.5, 47.4)",41.0,"(33.8, 48.9)"
VT,Vermont,Bennington,50003,POINT (-73.0928953319589 43.0355940515537),37392,30482,31.6,"(27.6, 35.8)",33.4,"(29.2, 37.7)"
OR,Oregon,Wasco,41065,POINT (-121.167438459262 45.1599279639326),26561,20862,29.9,"(23.8, 36.2)",31.0,"(24.8, 37.5)"
GA,Georgia,Catoosa,13047,POINT (-85.1386810142994 34.9040327945415),68826,53727,35.3,"(28.9, 41.9)",36.3,"(29.8, 42.9)"
MN,Minnesota,Isanti,27059,POINT (-93.2952145236754 45.5616067871338),42727,32866,31.3,"(25.9, 36.9)",31.8,"(26.3, 37.5)"
KS,Kansas,Wabaunsee,20197,POINT (-96.2047841037931 38.9532749954216),7019,5440,33.3,"(27.1, 40.1)",34.7,"(28.2, 41.6)"
UT,Utah,Sevier,49041,POINT (-111.804891080022 38.7476963024035),22069,15914,35.8,"(30.0, 41.8)",36.7,"(30.8, 42.7)"
PA,Pennsylvania,Lycoming,42081,POINT (-77.0646368861944 41.3434954609147),113104,89932,36.7,"(30.3, 43.3)",37.7,"(31.3, 44.4)"
TX,Texas,Hudspeth,48229,POINT (-105.387187001095 31.4564352021249),3432,2907,41.9,"(34.8, 49.1)",41.5,"(34.3, 48.7)"
MS,Mississippi,Jasper,28061,POINT (-89.1188599199219 32.0191166804926),16167,12480,38.2,"(31.4, 45.7)",39.9,"(33.0, 47.5)"
AR,Arkansas,Boone,5009,POINT (-93.0916817879006 36.3086436758994),38284,29646,37.6,"(31.4, 44.1)",39.3,"(32.9, 45.8)"
OH,Ohio,Morrow,39117,POINT (-82.7939556363472 40.5240934358179),35339,27724,36.6,"(30.8, 42.7)",37.4,"(31.6, 43.5)"
TX,Texas,Tom Green,48451,POINT (-100.462488889741 31.4045486569468),118892,90530,38.2,"(31.4, 45.3)",39.1,"(32.3, 46.3)"
CA,California,Yolo,6113,POINT (-121.901158583093 38.6865918071174),222115,178722,30.4,"(25.1, 36.0)",31.3,"(26.0, 37.0)"
MS,Mississippi,Amite,28005,POINT (-90.8045215928558 31.1742872886651),12619,10055,39.9,"(32.8, 47.2)",42.2,"(34.9, 49.6)"
NC,North Carolina,Jones,37103,POINT (-77.3548950478113 35.0214417782855),9233,7545,35.4,"(28.3, 42.6)",36.9,"(29.6, 44.2)"
GA,Georgia,Crisp,13081,POINT (-83.7673947681673 31.9229853637213),19708,15010,39.8,"(32.8, 46.9)",41.5,"(34.4, 48.6)"
MD,Maryland,Cecil,24015,POINT (-75.9413980896904 39.5708313825973),104942,81893,38.2,"(33.9, 42.7)",38.8,"(34.5, 43.4)"
UT,Utah,Wasatch,49051,POINT (-111.169276892669 40.3310172811137),36619,26203,28.2,"(23.7, 33.0)",28.3,"(23.8, 33.1)"
WA,Washington,Franklin,53021,POINT (-118.898698577886 46.5349678078795),98678,68291,35.9,"(30.8, 41.3)",35.9,"(30.8, 41.3)"
AL,Alabama,Baldwin,1003,POINT (-87.7226204578951 30.7277455824565),246435,195167,34.8,"(29.9, 40.1)",36.4,"(31.4, 41.7)"
MT,Montana,Beaverhead,30001,POINT (-112.899254905042 45.1328681211262),9719,8046,29.7,"(24.0, 35.6)",31.4,"(25.5, 37.5)"
KY,Kentucky,Todd,21219,POINT (-87.1791369851051 36.8357920521695),12404,9047,42.4,"(35.0, 49.9)",43.1,"(35.7, 50.7)"
NE,Nebraska,Harlan,31083,POINT (-99.4043547661144 40.1765673463379),3054,2405,30.0,"(24.1, 36.6)",32.5,"(26.2, 39.4)"
MI,Michigan,Benzie,26019,POINT (-86.0152876094187 44.6386451482556),18297,15201,29.9,"(23.5, 37.2)",31.6,"(25.0, 39.2)"
CO,Colorado,Elbert,8039,POINT (-104.135022756085 39.2860481189017),27799,21981,30.3,"(24.1, 36.4)",31.0,"(24.8, 37.2)"
IA,Iowa,Lucas,19117,POINT (-93.3278006376647 41.0294821577346),8689,6675,33.9,"(27.5, 40.9)",34.8,"(28.2, 41.9)"
SD,South Dakota,Hand,46059,POINT (-99.0053839302062 44.547988375708),3140,2429,30.0,"(23.7, 36.8)",31.9,"(25.3, 38.9)"
OK,Oklahoma,Dewey,40043,POINT (-99.0080105233422 35.9876568754253),4401,3231,35.4,"(28.4, 42.6)",36.5,"(29.4, 43.8)"
MO,Missouri,Gasconade,29073,POINT (-91.5079456512753 38.4408280646855),14768,11745,35.9,"(29.5, 42.7)",37.6,"(31.0, 44.5)"
GA,Georgia,Rabun,13241,POINT (-83.4023484816598 34.8818107236529),17206,14552,31.6,"(25.5, 38.4)",33.7,"(27.3, 40.6)"
GA,Georgia,Towns,13281,POINT (-83.7375903262545 34.9167069469876),12972,11266,31.4,"(25.0, 38.2)",34.4,"(27.7, 41.3)"
CT,Connecticut,Naugatuck Valley,9140,POINT (-73.0862770215679 41.5231047501915),454083,361187,36.4,"(33.3, 39.7)",36.8,"(33.9, 39.7)"
AK,Alaska,Denali,2068,POINT (-150.011615254067 63.6714884543977),1585,1306,32.8,"(26.6, 39.6)",32.3,"(26.1, 39.0)"
TX,Texas,Red River,48387,POINT (-95.0501254289068 33.6213184378431),11542,9187,40.1,"(32.6, 47.5)",41.8,"(34.1, 49.2)"
OK,Oklahoma,Wagoner,40145,POINT (-95.5211844530667 35.9615432025713),86644,66500,38.8,"(32.8, 45.4)",39.7,"(33.6, 46.2)"
NE,Nebraska,Hamilton,31081,POINT (-98.0227978238455 40.873183194415),9429,7157,33.5,"(27.5, 40.0)",34.7,"(28.5, 41.3)"
CA,California,Madera,6039,POINT (-119.762622561071 37.2181735184536),160256,116890,37.1,"(30.6, 43.9)",37.6,"(31.1, 44.4)"
TX,Texas,DeWitt,48123,POINT (-97.3567685981897 29.0819581511294),19772,15245,37.9,"(30.8, 45.3)",39.3,"(32.0, 46.8)"
WA,Washington,San Juan,53055,POINT (-122.95346310344 48.5785632564628),18662,16324,26.6,"(22.2, 31.5)",28.9,"(24.3, 34.1)"
VA,Virginia,Northampton,51131,POINT (-75.8776617999359 37.3430657816696),11900,9736,34.3,"(27.8, 41.1)",36.8,"(30.0, 43.7)"
NC,North Carolina,Stanly,37167,POINT (-80.2512803776288 35.311751830322),64153,50302,34.4,"(27.9, 41.4)",35.7,"(29.1, 42.7)"
MO,Missouri,Pettis,29159,POINT (-93.2850253828126 38.7282065747659),43353,32511,37.6,"(31.0, 44.7)",38.6,"(31.8, 45.7)"
TX,Texas,Ward,48475,POINT (-103.102512381465 31.5092300643518),10964,7799,39.8,"(32.5, 47.4)",40.2,"(32.8, 47.7)"
NY,New York,Onondaga,36067,POINT (-76.1947506009747 43.0059012578658),468249,371134,36.9,"(32.6, 41.4)",38.0,"(33.6, 42.5)"
VA,Virginia,Winchester,51840,POINT (-78.1745748910803 39.1731769509689),27936,21773,35.4,"(28.8, 42.6)",36.4,"(29.7, 43.6)"
CO,Colorado,Weld,8123,POINT (-104.392236685569 40.5549894640911),350176,261765,33.6,"(29.6, 37.6)",33.5,"(29.5, 37.6)"
MT,Montana,Treasure,30103,POINT (-107.271841890792 46.211418173005),758,585,28.2,"(22.6, 34.3)",30.6,"(24.6, 37.0)"
KY,Kentucky,Martin,21159,POINT (-82.5138935683885 37.8005607999162),11095,8986,45.4,"(38.0, 53.1)",46.0,"(38.6, 53.7)"
MT,Montana,Carbon,30009,POINT (-109.028002533522 45.2274661007223),11179,9236,31.6,"(25.8, 38.0)",33.1,"(27.1, 39.8)"
VA,Virginia,Colonial Heights,51570,POINT (-77.395372113351 37.265090640959),18294,13844,37.9,"(31.2, 45.7)",39.2,"(32.3, 47.1)"
ND,North Dakota,Griggs,38039,POINT (-98.2369556326837 47.457100186765),2252,1797,30.6,"(24.3, 37.1)",33.0,"(26.5, 39.8)"
WI,Wisconsin,Polk,55095,POINT (-92.4412755945684 45.4615053795217),45709,36755,28.9,"(23.5, 34.5)",30.5,"(25.0, 36.4)"
CO,Colorado,Park,8093,POINT (-105.717323283776 39.1194787496367),17939,15350,28.0,"(22.1, 33.9)",29.3,"(23.3, 35.5)"
WV,West Virginia,Jackson,54035,POINT (-81.6747031647578 38.8344945109186),27716,21780,43.1,"(36.9, 49.8)",43.9,"(37.7, 50.7)"
IL,Illinois,Menard,17129,POINT (-89.8015814259198 40.027433354681),12121,9553,35.0,"(27.8, 42.5)",36.6,"(29.2, 44.2)"
MD,Maryland,Harford,24025,POINT (-76.3169029187153 39.5614247093358),263867,205713,35.9,"(31.7, 40.3)",36.6,"(32.4, 41.0)"
CA,California,Siskiyou,6093,POINT (-122.5405492735 41.5927246019871),43660,34974,33.4,"(27.0, 40.0)",35.6,"(28.9, 42.3)"
GA,Georgia,Gordon,13129,POINT (-84.8757277575537 34.5028483807491),58954,45546,38.2,"(31.7, 45.1)",38.8,"(32.2, 45.7)"
AL,Alabama,Butler,1013,POINT (-86.6804536012984 31.7525985102121),18650,14473,41.8,"(35.0, 49.0)",43.6,"(36.7, 50.9)"
KS,Kansas,Geary,20061,POINT (-96.7526296992155 39.002145809178),35691,24367,37.2,"(31.5, 43.2)",37.4,"(31.7, 43.4)"
CO,Colorado,Archuleta,8007,POINT (-107.048213625503 37.1936639220311),14003,11620,27.8,"(22.1, 34.0)",29.6,"(23.6, 36.1)"
AL,Alabama,Talladega,1121,POINT (-86.1654714346314 33.3800641404691),80704,64258,43.5,"(36.6, 50.6)",44.7,"(37.7, 51.8)"
FL,Florida,Seminole,12117,POINT (-81.235632248437 28.7167421000311),478772,380925,36.1,"(30.6, 41.7)",36.6,"(31.0, 42.3)"
AR,Arkansas,Bradley,5011,POINT (-92.1624834155635 33.466623700772),10135,7691,42.6,"(35.4, 49.8)",43.8,"(36.5, 51.0)"
GA,Georgia,Screven,13251,POINT (-81.6117427953092 32.7511007138643),13977,11172,41.6,"(34.6, 48.9)",42.9,"(35.8, 50.3)"
KS,Kansas,Lincoln,20105,POINT (-98.2074536135006 39.0454762196391),2899,2267,32.5,"(26.1, 39.7)",34.2,"(27.7, 41.4)"
GA,Georgia,Effingham,13103,POINT (-81.3413734323975 32.3671225914682),69041,50917,38.0,"(31.8, 44.3)",37.9,"(31.7, 44.2)"
VA,Virginia,Tazewell,51185,POINT (-81.5602659283413 37.1251047751377),39821,32166,39.4,"(33.1, 46.0)",40.9,"(34.5, 47.6)"
OK,Oklahoma,Tulsa,40143,POINT (-95.9414861647567 36.1210679646417),677358,510302,35.0,"(31.2, 39.0)",35.7,"(31.7, 39.6)"
IL,Illinois,St. Clair,17163,POINT (-89.9283596665861 38.4702567969275),252671,194767,37.8,"(31.3, 44.4)",38.8,"(32.2, 45.4)"
TN,Tennessee,Jackson,47087,POINT (-85.6722114209333 36.3599462090631),11989,9833,39.0,"(31.6, 46.2)",39.8,"(32.4, 47.1)"
CO,Colorado,Grand,8049,POINT (-106.118442353658 40.1030816737949),15769,13352,29.6,"(23.6, 36.0)",30.5,"(24.4, 36.9)"
SD,South Dakota,Aurora,46003,POINT (-98.5616949219141 43.7180161968195),2755,2077,28.9,"(22.9, 35.7)",30.1,"(23.9, 37.0)"
GA,Georgia,Troup,13285,POINT (-85.0285316057562 33.0331700412163),70191,53269,39.0,"(32.4, 45.6)",39.5,"(32.8, 46.1)"
NE,Nebraska,Garfield,31071,POINT (-98.9911182720622 41.9142895478018),1801,1477,27.9,"(22.0, 34.3)",30.8,"(24.4, 37.5)"
TX,Texas,Coryell,48099,POINT (-97.7992789568498 31.3909056903364),85057,66230,42.0,"(35.9, 49.2)",41.9,"(35.9, 49.2)"
MS,Mississippi,Lafayette,28071,POINT (-89.4848628672486 34.3568139846947),57615,47293,35.0,"(29.1, 40.9)",35.8,"(29.9, 41.8)"
